language_pair,count,acc_mean,acc_std,acc_norm_mean,acc_norm_std
ja_to_uk,45,0.4222,0.4995,0.2889,0.4584
ja_to_uz,45,0.3333,0.4767,0.4,0.4954
ja_to_vi,45,0.4889,0.5055,0.4889,0.5055
ja_to_zh,45,0.6222,0.4903,0.4222,0.4995
ka_to_am,45,0.3111,0.4682,0.2,0.4045
ka_to_ar,45,0.2889,0.4584,0.4222,0.4995
ka_to_bg,45,0.3556,0.4841,0.4222,0.4995
ka_to_bn,45,0.3333,0.4767,0.2444,0.4346
ka_to_bs,45,0.3333,0.4767,0.3333,0.4767
ka_to_cs,45,0.4667,0.5045,0.3778,0.4903
ka_to_cy,45,0.2889,0.4584,0.3333,0.4767
ka_to_da,45,0.3111,0.4682,0.3556,0.4841
ka_to_de,45,0.3111,0.4682,0.2889,0.4584
ka_to_el,45,0.4222,0.4995,0.4667,0.5045
ka_to_en,45,0.4,0.4954,0.5556,0.5025
ka_to_es,45,0.5333,0.5045,0.4444,0.5025
ka_to_et,45,0.2667,0.4472,0.2222,0.4204
ka_to_fa,45,0.3778,0.4903,0.4444,0.5025
ka_to_fi,45,0.3556,0.4841,0.2667,0.4472
ka_to_fr,45,0.4889,0.5055,0.5111,0.5055
ka_to_ga,45,0.3556,0.4841,0.2,0.4045
ka_to_he,45,0.2889,0.4584,0.3111,0.4682
ka_to_hi,45,0.4,0.4954,0.2222,0.4204
ka_to_hr,45,0.4444,0.5025,0.2889,0.4584
ka_to_hu,45,0.3333,0.4767,0.4,0.4954
ka_to_id,45,0.4,0.4954,0.4,0.4954
ka_to_is,45,0.4222,0.4995,0.3556,0.4841
ka_to_it,45,0.4444,0.5025,0.2889,0.4584
ka_to_ja,45,0.4,0.4954,0.2667,0.4472
ka_to_ko,45,0.3778,0.4903,0.4222,0.4995
ka_to_lt,45,0.3333,0.4767,0.4222,0.4995
ka_to_lv,45,0.4444,0.5025,0.4222,0.4995
ka_to_ms,45,0.3778,0.4903,0.3778,0.4903
ka_to_mt,45,0.3111,0.4682,0.3111,0.4682
ka_to_nl,45,0.2444,0.4346,0.3111,0.4682
ka_to_no,45,0.3111,0.4682,0.3556,0.4841
ka_to_pl,45,0.4667,0.5045,0.4222,0.4995
ka_to_pt,45,0.4222,0.4995,0.3111,0.4682
ka_to_ro,45,0.3333,0.4767,0.3333,0.4767
ka_to_ru,45,0.2667,0.4472,0.4222,0.4995
ka_to_sk,45,0.3333,0.4767,0.2222,0.4204
ka_to_sl,45,0.2222,0.4204,0.4222,0.4995
ka_to_sr,45,0.3778,0.4903,0.2889,0.4584
ka_to_sv,45,0.2667,0.4472,0.4444,0.5025
ka_to_sw,45,0.2667,0.4472,0.2444,0.4346
ka_to_ta,45,0.4667,0.5045,0.4444,0.5025
ka_to_th,45,0.4222,0.4995,0.4,0.4954
ka_to_tl,45,0.3778,0.4903,0.3333,0.4767
ka_to_tr,45,0.2444,0.4346,0.3778,0.4903
ka_to_uk,45,0.4222,0.4995,0.4889,0.5055
ka_to_uz,45,0.3778,0.4903,0.3333,0.4767
ka_to_vi,45,0.3111,0.4682,0.4222,0.4995
ka_to_zh,45,0.5556,0.5025,0.4,0.4954
ko_to_am,45,0.1778,0.3866,0.2222,0.4204
ko_to_ar,45,0.3111,0.4682,0.4444,0.5025
ko_to_bg,45,0.3333,0.4767,0.4,0.4954
ko_to_bn,45,0.1778,0.3866,0.2889,0.4584
ko_to_bs,45,0.4222,0.4995,0.3111,0.4682
ko_to_cs,45,0.4444,0.5025,0.3778,0.4903
ko_to_cy,45,0.2667,0.4472,0.2889,0.4584
ko_to_da,45,0.4222,0.4995,0.4667,0.5045
ko_to_de,45,0.4889,0.5055,0.4222,0.4995
ko_to_el,45,0.5111,0.5055,0.3556,0.4841
ko_to_en,45,0.5778,0.4995,0.4444,0.5025
ko_to_es,45,0.5556,0.5025,0.6444,0.4841
ko_to_et,45,0.2889,0.4584,0.2667,0.4472
ko_to_fa,45,0.2889,0.4584,0.3556,0.4841
ko_to_fi,45,0.3778,0.4903,0.4222,0.4995
ko_to_fr,45,0.5111,0.5055,0.5333,0.5045
ko_to_ga,45,0.3778,0.4903,0.2,0.4045
ko_to_he,45,0.3556,0.4841,0.4444,0.5025
ko_to_hi,45,0.4444,0.5025,0.3556,0.4841
ko_to_hr,45,0.3333,0.4767,0.4667,0.5045
ko_to_hu,45,0.4222,0.4995,0.3111,0.4682
ko_to_id,45,0.4667,0.5045,0.3778,0.4903
ko_to_is,45,0.3333,0.4767,0.3111,0.4682
ko_to_it,45,0.3556,0.4841,0.4444,0.5025
ko_to_ja,45,0.4444,0.5025,0.2444,0.4346
ko_to_ka,45,0.2667,0.4472,0.2889,0.4584
ko_to_lt,45,0.2889,0.4584,0.2444,0.4346
ko_to_lv,45,0.4444,0.5025,0.3333,0.4767
ko_to_ms,45,0.2889,0.4584,0.3778,0.4903
ko_to_mt,45,0.4444,0.5025,0.4,0.4954
ko_to_nl,45,0.3778,0.4903,0.3778,0.4903
ko_to_no,45,0.4,0.4954,0.2889,0.4584
ko_to_pl,45,0.4222,0.4995,0.3778,0.4903
ko_to_pt,45,0.5333,0.5045,0.4222,0.4995
ko_to_ro,45,0.3778,0.4903,0.2667,0.4472
ko_to_ru,45,0.4222,0.4995,0.3556,0.4841
ko_to_sk,45,0.3778,0.4903,0.4889,0.5055
ko_to_sl,45,0.4667,0.5045,0.3556,0.4841
ko_to_sr,45,0.4,0.4954,0.3556,0.4841
ko_to_sv,45,0.3556,0.4841,0.3778,0.4903
ko_to_sw,45,0.4222,0.4995,0.2667,0.4472
ko_to_ta,45,0.4667,0.5045,0.3778,0.4903
ko_to_th,45,0.4444,0.5025,0.3778,0.4903
ko_to_tl,45,0.4,0.4954,0.3556,0.4841
ko_to_tr,45,0.4667,0.5045,0.4444,0.5025
ko_to_uk,45,0.4,0.4954,0.2889,0.4584
ko_to_uz,45,0.3333,0.4767,0.2667,0.4472
ko_to_vi,45,0.3778,0.4903,0.5556,0.5025
ko_to_zh,45,0.3778,0.4903,0.3333,0.4767
lt_to_am,45,0.2444,0.4346,0.2,0.4045
lt_to_ar,45,0.3111,0.4682,0.3111,0.4682
lt_to_bg,45,0.4222,0.4995,0.3556,0.4841
lt_to_bn,45,0.4444,0.5025,0.3333,0.4767
lt_to_bs,45,0.2667,0.4472,0.2444,0.4346
lt_to_cs,45,0.4222,0.4995,0.4222,0.4995
lt_to_cy,45,0.2889,0.4584,0.4444,0.5025
lt_to_da,45,0.3111,0.4682,0.5111,0.5055
lt_to_de,45,0.4222,0.4995,0.5333,0.5045
lt_to_el,45,0.5111,0.5055,0.4222,0.4995
lt_to_en,45,0.6,0.4954,0.5111,0.5055
lt_to_es,45,0.5778,0.4995,0.6444,0.4841
lt_to_et,45,0.2889,0.4584,0.3111,0.4682
lt_to_fa,45,0.2222,0.4204,0.3333,0.4767
lt_to_fi,45,0.3333,0.4767,0.4,0.4954
lt_to_fr,45,0.4444,0.5025,0.4444,0.5025
lt_to_ga,45,0.3556,0.4841,0.3778,0.4903
lt_to_he,45,0.3333,0.4767,0.3111,0.4682
lt_to_hi,45,0.4444,0.5025,0.3111,0.4682
lt_to_hr,45,0.3778,0.4903,0.3556,0.4841
lt_to_hu,45,0.3333,0.4767,0.2667,0.4472
lt_to_id,45,0.3333,0.4767,0.4222,0.4995
lt_to_is,45,0.4222,0.4995,0.4222,0.4995
lt_to_it,45,0.3778,0.4903,0.3333,0.4767
lt_to_ja,45,0.4889,0.5055,0.4,0.4954
lt_to_ka,45,0.3333,0.4767,0.2667,0.4472
lt_to_ko,45,0.4,0.4954,0.4,0.4954
lt_to_lv,45,0.3556,0.4841,0.3333,0.4767
lt_to_ms,45,0.4,0.4954,0.3778,0.4903
lt_to_mt,45,0.3556,0.4841,0.2889,0.4584
lt_to_nl,45,0.4444,0.5025,0.3778,0.4903
lt_to_no,45,0.3778,0.4903,0.4222,0.4995
lt_to_pl,45,0.4,0.4954,0.3556,0.4841
lt_to_pt,45,0.4667,0.5045,0.4,0.4954
lt_to_ro,45,0.3111,0.4682,0.2667,0.4472
lt_to_ru,45,0.3778,0.4903,0.4,0.4954
lt_to_sk,45,0.3778,0.4903,0.2444,0.4346
lt_to_sl,45,0.3778,0.4903,0.2889,0.4584
lt_to_sr,45,0.2667,0.4472,0.2889,0.4584
lt_to_sv,45,0.5333,0.5045,0.4222,0.4995
lt_to_sw,45,0.4222,0.4995,0.4,0.4954
lt_to_ta,45,0.4444,0.5025,0.3111,0.4682
lt_to_th,45,0.5111,0.5055,0.4444,0.5025
lt_to_tl,45,0.3556,0.4841,0.3556,0.4841
lt_to_tr,45,0.3556,0.4841,0.2889,0.4584
lt_to_uk,45,0.4,0.4954,0.3333,0.4767
lt_to_uz,45,0.3333,0.4767,0.2667,0.4472
lt_to_vi,45,0.3333,0.4767,0.4667,0.5045
lt_to_zh,45,0.4889,0.5055,0.4,0.4954
lv_to_am,45,0.2444,0.4346,0.1333,0.3438
lv_to_ar,45,0.5333,0.5045,0.4222,0.4995
lv_to_bg,45,0.3333,0.4767,0.3333,0.4767
lv_to_bn,45,0.3333,0.4767,0.3556,0.4841
lv_to_bs,45,0.3778,0.4903,0.4444,0.5025
lv_to_cs,45,0.3333,0.4767,0.3333,0.4767
lv_to_cy,45,0.2667,0.4472,0.2667,0.4472
lv_to_da,45,0.3778,0.4903,0.4,0.4954
lv_to_de,45,0.5556,0.5025,0.3778,0.4903
lv_to_el,45,0.4222,0.4995,0.3778,0.4903
lv_to_en,45,0.4,0.4954,0.3111,0.4682
lv_to_es,45,0.4889,0.5055,0.4,0.4954
lv_to_et,45,0.2667,0.4472,0.3778,0.4903
lv_to_fa,45,0.4,0.4954,0.3556,0.4841
lv_to_fi,45,0.4,0.4954,0.4,0.4954
lv_to_fr,45,0.4222,0.4995,0.4,0.4954
lv_to_ga,45,0.1778,0.3866,0.2667,0.4472
lv_to_he,45,0.2444,0.4346,0.4,0.4954
lv_to_hi,45,0.4222,0.4995,0.4444,0.5025
lv_to_hr,45,0.4444,0.5025,0.2444,0.4346
lv_to_hu,45,0.4444,0.5025,0.3333,0.4767
lv_to_id,45,0.3333,0.4767,0.5333,0.5045
lv_to_is,45,0.3778,0.4903,0.4222,0.4995
lv_to_it,45,0.4667,0.5045,0.4444,0.5025
lv_to_ja,45,0.5111,0.5055,0.3778,0.4903
lv_to_ka,45,0.4,0.4954,0.3333,0.4767
lv_to_ko,45,0.4444,0.5025,0.3111,0.4682
lv_to_lt,45,0.2889,0.4584,0.3778,0.4903
lv_to_ms,45,0.3333,0.4767,0.2667,0.4472
lv_to_mt,45,0.2667,0.4472,0.1778,0.3866
lv_to_nl,45,0.3111,0.4682,0.4,0.4954
lv_to_no,45,0.4,0.4954,0.4,0.4954
lv_to_pl,45,0.3556,0.4841,0.4444,0.5025
lv_to_pt,45,0.5333,0.5045,0.2889,0.4584
lv_to_ro,45,0.4889,0.5055,0.2444,0.4346
lv_to_ru,45,0.5333,0.5045,0.4667,0.5045
lv_to_sk,45,0.2667,0.4472,0.2667,0.4472
lv_to_sl,45,0.3333,0.4767,0.2222,0.4204
lv_to_sr,45,0.4667,0.5045,0.2222,0.4204
lv_to_sv,45,0.5778,0.4995,0.5333,0.5045
lv_to_sw,45,0.2889,0.4584,0.2889,0.4584
lv_to_ta,45,0.3556,0.4841,0.4,0.4954
lv_to_th,45,0.3556,0.4841,0.3556,0.4841
lv_to_tl,45,0.3333,0.4767,0.2889,0.4584
lv_to_tr,45,0.3778,0.4903,0.3778,0.4903
lv_to_uk,45,0.4889,0.5055,0.5111,0.5055
lv_to_uz,45,0.3556,0.4841,0.3333,0.4767
lv_to_vi,45,0.2444,0.4346,0.3778,0.4903
lv_to_zh,45,0.5333,0.5045,0.5556,0.5025
ms_to_am,45,0.3333,0.4767,0.0889,0.2878
ms_to_ar,45,0.3556,0.4841,0.3556,0.4841
ms_to_bg,45,0.3556,0.4841,0.4,0.4954
ms_to_bn,45,0.3778,0.4903,0.3778,0.4903
ms_to_bs,45,0.4444,0.5025,0.3556,0.4841
ms_to_cs,45,0.3333,0.4767,0.3333,0.4767
ms_to_cy,45,0.2889,0.4584,0.2667,0.4472
ms_to_da,45,0.3778,0.4903,0.4667,0.5045
ms_to_de,45,0.4889,0.5055,0.4222,0.4995
ms_to_el,45,0.4444,0.5025,0.2,0.4045
ms_to_en,45,0.4,0.4954,0.5556,0.5025
ms_to_es,45,0.4667,0.5045,0.5111,0.5055
ms_to_et,45,0.2222,0.4204,0.2889,0.4584
ms_to_fa,45,0.2889,0.4584,0.4889,0.5055
ms_to_fi,45,0.4889,0.5055,0.3556,0.4841
ms_to_fr,45,0.5778,0.4995,0.4667,0.5045
ms_to_ga,45,0.3778,0.4903,0.2889,0.4584
ms_to_he,45,0.3333,0.4767,0.3556,0.4841
ms_to_hi,45,0.4444,0.5025,0.4444,0.5025
ms_to_hr,45,0.4889,0.5055,0.2889,0.4584
ms_to_hu,45,0.3111,0.4682,0.3333,0.4767
ms_to_id,45,0.3556,0.4841,0.2667,0.4472
ms_to_is,45,0.2667,0.4472,0.3333,0.4767
ms_to_it,45,0.3111,0.4682,0.3778,0.4903
ms_to_ja,45,0.3556,0.4841,0.2222,0.4204
ms_to_ka,45,0.4,0.4954,0.3556,0.4841
ms_to_ko,45,0.4667,0.5045,0.1778,0.3866
ms_to_lt,45,0.4667,0.5045,0.4,0.4954
ms_to_lv,45,0.3556,0.4841,0.3556,0.4841
ms_to_mt,45,0.3778,0.4903,0.4889,0.5055
ms_to_nl,45,0.4444,0.5025,0.4444,0.5025
ms_to_no,45,0.5333,0.5045,0.3778,0.4903
ms_to_pl,45,0.4667,0.5045,0.4889,0.5055
ms_to_pt,45,0.3778,0.4903,0.4444,0.5025
ms_to_ro,45,0.5333,0.5045,0.4,0.4954
ms_to_ru,45,0.4444,0.5025,0.4667,0.5045
ms_to_sk,45,0.4222,0.4995,0.4667,0.5045
ms_to_sl,45,0.4222,0.4995,0.3333,0.4767
ms_to_sr,45,0.4667,0.5045,0.5111,0.5055
ms_to_sv,45,0.4444,0.5025,0.5111,0.5055
ms_to_sw,45,0.3556,0.4841,0.3778,0.4903
ms_to_ta,45,0.4222,0.4995,0.2667,0.4472
ms_to_th,45,0.4,0.4954,0.4667,0.5045
ms_to_tl,45,0.4222,0.4995,0.2444,0.4346
ms_to_tr,45,0.3333,0.4767,0.4889,0.5055
ms_to_uk,45,0.4667,0.5045,0.4,0.4954
ms_to_uz,45,0.3556,0.4841,0.3556,0.4841
ms_to_vi,45,0.2889,0.4584,0.4,0.4954
ms_to_zh,45,0.6444,0.4841,0.4889,0.5055
mt_to_am,45,0.3333,0.4767,0.1556,0.3665
mt_to_ar,45,0.4444,0.5025,0.4,0.4954
mt_to_bg,45,0.4222,0.4995,0.5111,0.5055
mt_to_bn,45,0.2889,0.4584,0.4222,0.4995
mt_to_bs,45,0.4667,0.5045,0.4222,0.4995
mt_to_cs,45,0.4444,0.5025,0.4222,0.4995
mt_to_cy,45,0.2222,0.4204,0.2667,0.4472
mt_to_da,45,0.4889,0.5055,0.2889,0.4584
mt_to_de,45,0.4222,0.4995,0.3778,0.4903
mt_to_el,45,0.4222,0.4995,0.4222,0.4995
mt_to_en,45,0.4889,0.5055,0.5556,0.5025
mt_to_es,45,0.4444,0.5025,0.4667,0.5045
mt_to_et,45,0.3556,0.4841,0.3111,0.4682
mt_to_fa,45,0.3556,0.4841,0.4222,0.4995
mt_to_fi,45,0.2889,0.4584,0.3333,0.4767
mt_to_fr,45,0.4444,0.5025,0.3556,0.4841
mt_to_ga,45,0.2667,0.4472,0.2667,0.4472
mt_to_he,45,0.3556,0.4841,0.2667,0.4472
mt_to_hi,45,0.4222,0.4995,0.5556,0.5025
mt_to_hr,45,0.2889,0.4584,0.2222,0.4204
mt_to_hu,45,0.4222,0.4995,0.4,0.4954
mt_to_id,45,0.4,0.4954,0.4444,0.5025
mt_to_is,45,0.3778,0.4903,0.2889,0.4584
mt_to_it,45,0.4222,0.4995,0.3778,0.4903
mt_to_ja,45,0.5111,0.5055,0.3111,0.4682
mt_to_ka,45,0.3333,0.4767,0.2667,0.4472
mt_to_ko,45,0.5111,0.5055,0.3111,0.4682
mt_to_lt,45,0.3778,0.4903,0.3333,0.4767
mt_to_lv,45,0.3111,0.4682,0.3556,0.4841
mt_to_ms,45,0.3556,0.4841,0.3333,0.4767
mt_to_nl,45,0.4222,0.4995,0.4444,0.5025
mt_to_no,45,0.4222,0.4995,0.4444,0.5025
mt_to_pl,45,0.4,0.4954,0.4444,0.5025
mt_to_pt,45,0.3556,0.4841,0.4444,0.5025
mt_to_ro,45,0.5111,0.5055,0.4889,0.5055
mt_to_ru,45,0.3778,0.4903,0.5111,0.5055
mt_to_sk,45,0.3333,0.4767,0.3778,0.4903
mt_to_sl,45,0.4222,0.4995,0.5333,0.5045
mt_to_sr,45,0.2667,0.4472,0.2889,0.4584
mt_to_sv,45,0.4889,0.5055,0.4222,0.4995
mt_to_sw,45,0.3333,0.4767,0.1778,0.3866
mt_to_ta,45,0.4444,0.5025,0.4,0.4954
mt_to_th,45,0.5111,0.5055,0.4,0.4954
mt_to_tl,45,0.4222,0.4995,0.5111,0.5055
mt_to_tr,45,0.3778,0.4903,0.4,0.4954
mt_to_uk,45,0.3556,0.4841,0.4,0.4954
mt_to_uz,45,0.3778,0.4903,0.2667,0.4472
mt_to_vi,45,0.4,0.4954,0.4667,0.5045
mt_to_zh,45,0.4,0.4954,0.4,0.4954
nl_to_am,45,0.3333,0.4767,0.2444,0.4346
nl_to_ar,45,0.3111,0.4682,0.3778,0.4903
nl_to_bg,45,0.3111,0.4682,0.4,0.4954
nl_to_bn,45,0.3333,0.4767,0.4222,0.4995
nl_to_bs,45,0.5111,0.5055,0.3333,0.4767
nl_to_cs,45,0.3778,0.4903,0.3778,0.4903
nl_to_cy,45,0.2667,0.4472,0.2444,0.4346
nl_to_da,45,0.3111,0.4682,0.4,0.4954
nl_to_de,45,0.4444,0.5025,0.5778,0.4995
nl_to_el,45,0.4,0.4954,0.4,0.4954
nl_to_en,45,0.4889,0.5055,0.5111,0.5055
nl_to_es,45,0.3556,0.4841,0.4222,0.4995
nl_to_et,45,0.2222,0.4204,0.3556,0.4841
nl_to_fa,45,0.4444,0.5025,0.4222,0.4995
nl_to_fi,45,0.2889,0.4584,0.2222,0.4204
nl_to_fr,45,0.3778,0.4903,0.5111,0.5055
nl_to_ga,45,0.4,0.4954,0.2,0.4045
nl_to_he,45,0.3111,0.4682,0.2889,0.4584
nl_to_hi,45,0.4,0.4954,0.4,0.4954
nl_to_hr,45,0.3556,0.4841,0.4,0.4954
nl_to_hu,45,0.4222,0.4995,0.4,0.4954
nl_to_id,45,0.4667,0.5045,0.4,0.4954
nl_to_is,45,0.3333,0.4767,0.4222,0.4995
nl_to_it,45,0.5333,0.5045,0.4889,0.5055
nl_to_ja,45,0.3333,0.4767,0.4667,0.5045
nl_to_ka,45,0.1778,0.3866,0.2222,0.4204
nl_to_ko,45,0.4889,0.5055,0.3556,0.4841
nl_to_lt,45,0.3556,0.4841,0.2444,0.4346
nl_to_lv,45,0.4,0.4954,0.4222,0.4995
nl_to_ms,45,0.3778,0.4903,0.4222,0.4995
nl_to_mt,45,0.3556,0.4841,0.3333,0.4767
nl_to_no,45,0.4889,0.5055,0.4889,0.5055
nl_to_pl,45,0.4,0.4954,0.3111,0.4682
nl_to_pt,45,0.3556,0.4841,0.4222,0.4995
nl_to_ro,45,0.4889,0.5055,0.4,0.4954
nl_to_ru,45,0.4889,0.5055,0.4889,0.5055
nl_to_sk,45,0.3333,0.4767,0.4889,0.5055
nl_to_sl,45,0.3333,0.4767,0.3778,0.4903
nl_to_sr,45,0.3333,0.4767,0.2444,0.4346
nl_to_sv,45,0.3333,0.4767,0.3556,0.4841
nl_to_sw,45,0.3333,0.4767,0.3556,0.4841
nl_to_ta,45,0.4889,0.5055,0.3111,0.4682
nl_to_th,45,0.4222,0.4995,0.3778,0.4903
nl_to_tl,45,0.3333,0.4767,0.2667,0.4472
nl_to_tr,45,0.4667,0.5045,0.4444,0.5025
nl_to_uk,45,0.3333,0.4767,0.2889,0.4584
nl_to_uz,45,0.3111,0.4682,0.2667,0.4472
nl_to_vi,45,0.2889,0.4584,0.4222,0.4995
nl_to_zh,45,0.5111,0.5055,0.4444,0.5025
no_to_am,45,0.2667,0.4472,0.2222,0.4204
no_to_ar,45,0.4667,0.5045,0.2889,0.4584
no_to_bg,45,0.4889,0.5055,0.2889,0.4584
no_to_bn,45,0.4444,0.5025,0.2667,0.4472
no_to_bs,45,0.4667,0.5045,0.3778,0.4903
no_to_cs,45,0.5333,0.5045,0.5778,0.4995
no_to_cy,45,0.3556,0.4841,0.3333,0.4767
no_to_da,45,0.3333,0.4767,0.4,0.4954
no_to_de,45,0.4667,0.5045,0.5111,0.5055
no_to_el,45,0.3556,0.4841,0.2889,0.4584
no_to_en,45,0.5778,0.4995,0.4222,0.4995
no_to_es,45,0.3556,0.4841,0.3333,0.4767
no_to_et,45,0.3778,0.4903,0.3333,0.4767
no_to_fa,45,0.4,0.4954,0.3556,0.4841
no_to_fi,45,0.3556,0.4841,0.4667,0.5045
no_to_fr,45,0.4889,0.5055,0.5111,0.5055
no_to_ga,45,0.3778,0.4903,0.2,0.4045
no_to_he,45,0.3111,0.4682,0.3333,0.4767
no_to_hi,45,0.4444,0.5025,0.3111,0.4682
no_to_hr,45,0.4889,0.5055,0.4,0.4954
no_to_hu,45,0.2667,0.4472,0.2667,0.4472
no_to_id,45,0.4667,0.5045,0.3778,0.4903
no_to_is,45,0.2889,0.4584,0.4,0.4954
no_to_it,45,0.5111,0.5055,0.4667,0.5045
no_to_ja,45,0.4,0.4954,0.3333,0.4767
no_to_ka,45,0.2222,0.4204,0.2889,0.4584
no_to_ko,45,0.4444,0.5025,0.2889,0.4584
no_to_lt,45,0.3556,0.4841,0.3556,0.4841
no_to_lv,45,0.4222,0.4995,0.4,0.4954
no_to_ms,45,0.3333,0.4767,0.4444,0.5025
no_to_mt,45,0.3556,0.4841,0.3111,0.4682
no_to_nl,45,0.4667,0.5045,0.3333,0.4767
no_to_pl,45,0.3556,0.4841,0.3333,0.4767
no_to_pt,45,0.3111,0.4682,0.4889,0.5055
no_to_ro,45,0.4,0.4954,0.3111,0.4682
no_to_ru,45,0.4222,0.4995,0.4222,0.4995
no_to_sk,45,0.4,0.4954,0.2667,0.4472
no_to_sl,45,0.3111,0.4682,0.2444,0.4346
no_to_sr,45,0.3333,0.4767,0.3778,0.4903
no_to_sv,45,0.4222,0.4995,0.4889,0.5055
no_to_sw,45,0.3556,0.4841,0.2,0.4045
no_to_ta,45,0.4667,0.5045,0.4444,0.5025
no_to_th,45,0.4889,0.5055,0.4222,0.4995
no_to_tl,45,0.2667,0.4472,0.2889,0.4584
no_to_tr,45,0.4,0.4954,0.3556,0.4841
no_to_uk,45,0.4667,0.5045,0.4667,0.5045
no_to_uz,45,0.3778,0.4903,0.4,0.4954
no_to_vi,45,0.4222,0.4995,0.4222,0.4995
no_to_zh,45,0.4667,0.5045,0.4444,0.5025
pl_to_am,45,0.3333,0.4767,0.2444,0.4346
pl_to_ar,45,0.3556,0.4841,0.4,0.4954
pl_to_bg,45,0.3778,0.4903,0.4222,0.4995
pl_to_bn,45,0.3111,0.4682,0.4667,0.5045
pl_to_bs,45,0.4222,0.4995,0.3556,0.4841
pl_to_cs,45,0.3556,0.4841,0.4,0.4954
pl_to_cy,45,0.3556,0.4841,0.3111,0.4682
pl_to_da,45,0.4,0.4954,0.5111,0.5055
pl_to_de,45,0.5111,0.5055,0.4444,0.5025
pl_to_el,45,0.4,0.4954,0.2222,0.4204
pl_to_en,45,0.6889,0.4682,0.5333,0.5045
pl_to_es,45,0.5333,0.5045,0.4,0.4954
pl_to_et,45,0.4444,0.5025,0.4667,0.5045
